chr1:14362-29370	WASH7P
chr7:107204402-107218968	DUS4L
chr7:107220422-107263762	BCAP29
chr7:107221204-107263762	BCAP29
chr7:107384142-107402112	CBLL1
chr7:107405912-107443678	SLC26A3
chr7:107531552-107561643	DLD
chr7:107564246-107643804	LAMB1
chr7:107663996-107770801	LAMB4
chr7:107702842-107770801	LAMB4
chr7:107715982-107770801	LAMB4
chr7:107788071-107880614	NRCAM
chr7:107788071-108096841	NRCAM
chr7:108110866-108166762	PNPLA8
chr7:108110866-108168605	PNPLA8
chr7:110303106-111202573	IMMP2L
chr7:110731062-110765509	LRRN3
chr7:111366164-111846462	DOCK4
chr7:111448561-111461835	DOCK4-AS1
chr7:111846643-111983989	ZNF277
chr7:112063199-112117258	IFRD1
chr7:112090483-112117258	IFRD1
chr7:112090563-112117258	IFRD1
chr7:112092113-112117258	IFRD1
chr7:112120908-112130943	LSMEM1
chr7:112121066-112130943	LSMEM1
chr7:112402437-112430478	TMEM168
chr7:112459202-112579932	BMT2
chr7:112594690-112635698	HRAT17
chr7:113516882-113559082	PPP1R3A
chr7:113726365-114333827	FOXP2
chr7:114055052-114333827	FOXP2
chr7:114066557-114294198	FOXP2
chr7:114562209-114659970	MDFIC
chr7:114719012-114766368	LINC01393
chr7:114763653-114871409	LINC01392
chr7:115575202-115608367	TFEC
chr7:115575202-115670867	TFEC
chr7:115850547-115898837	TES
chr7:115863005-115898837	TES
chr7:115915660-115926718	LOC102724434
chr7:115915660-115926781	LOC102724434
chr7:116139655-116148595	CAV2
chr7:116164839-116201239	CAV1
chr7:116165063-116201239	CAV1
chr7:116166347-116201239	CAV1
chr7:116166412-116201239	CAV1
chr7:116203648-116254874	LINC01510
chr7:116312413-116438440	MET
chr7:116312444-116409963	MET
chr7:116312444-116438440	MET
chr7:116502563-116559313	CAPZA2
chr7:116593381-116863961	ST7
chr7:116712126-116730835	ST7-AS2
chr7:116752346-116785646	ST7-AS2
chr7:116822735-116849991	ST7-OT3
chr7:116916686-116963343	WNT2
chr7:117003276-117067577	ASZ1
chr7:117120017-117308718	CFTR
chr7:117350706-117513561	CTTNBP2
chr7:117824086-117844093	LSM8
chr7:117864712-117882784	ANKRD7
chr7:119259484-119547429	LINC02476
chr7:119344610-119547429	LINC02476
chr7:119390864-119547429	LINC02476
chr7:119427006-119547429	LINC02476
chr7:120427374-120498177	TSPAN12
chr7:120590817-120615711	ING3
chr7:120628751-120937498	CPED1
chr7:120629445-120901972	CPED1
chr7:120965421-120981158	WNT16
chr7:120969090-120981158	WNT16
chr7:120988905-121036422	FAM3C
chr7:121513159-121702090	PTPRZ1
chr7:121713598-121784344	AASS
chr7:121958478-122526813	CADPS2
chr7:122753588-122840025	SLC13A1
chr7:123092236-123173002	IQUB
chr7:123092236-123174718	IQUB
chr7:123177052-123197825	NDUFA5
chr7:123177052-123241705	NDUFA5
chr7:123241921-123277934	ASB15
chr7:123249077-123277934	ASB15
chr7:123254215-123265011	LOC102724555
chr7:123321981-123389125	WASL
chr7:123485223-123517531	HYAL4
chr7:123565286-123600100	SPAM1
chr7:123565286-123611461	SPAM1
chr7:123565909-123600100	SPAM1
chr7:123634676-123667700	LOC105375483
chr7:123977434-123992150	LOC101928211
chr7:124385655-124406079	GPR37
chr7:124417346-124430864	C7orf77
chr7:124462440-124570037	POT1
chr7:124569927-124785287	POT1-AS1
chr7:124824623-125019375	LOC101928283
chr7:124869633-124904345	LOC101928254
chr7:126078652-126883569	GRM8
chr7:126078652-126892428	GRM8
chr7:126855181-126869975	LOC101928333
chr7:127010097-127032778	ZNF800
chr7:127116937-127125858	LOC100506682
chr7:127292043-127732661	SND1
chr7:127881331-127897682	LEP
chr7:127937738-127947816	MGC27345
chr7:127950436-127983962	RBM28
chr7:127990379-128001739	PRRT4
chr7:128032331-128046024	IMPDH1
chr7:128032331-128050036	IMPDH1
chr7:128032331-128050041	IMPDH1
chr7:128116783-128142978	METTL2B
chr7:128312320-128327926	FAM71F2
chr7:128312338-128327926	FAM71F2
chr7:128349115-128371797	FAM71F1
chr7:128355396-128371797	FAM71F1
chr7:128379346-128413477	CALU
chr7:128431464-128462187	CCDC136
chr7:128432050-128462187	CCDC136
chr7:128470483-128499328	FLNC
chr7:128516919-128550773	KCP
chr7:128530001-128550773	KCP
chr7:128577086-128590096	IRF5
chr7:128577991-128590096	IRF5
chr7:128578271-128590096	IRF5
chr7:128580724-128590096	IRF5
chr7:128594234-128695227	TNPO3
chr7:128784712-128809535	TSPAN33
chr7:128828713-128853385	SMO
chr7:128864855-129070052	AHCYL2
chr7:129007964-129070052	AHCYL2
chr7:129015484-129070052	AHCYL2
chr7:129074274-129123475	STRIP2
chr7:129074274-129128239	STRIP2
chr7:129142320-129152773	SMKR1
chr7:129251543-129396922	NRF1
chr7:129269919-129396922	NRF1
chr7:129470573-129592783	UBE2H
chr7:129470573-129592800	UBE2H
chr7:129658126-129691291	ZC3HC1
chr7:129710349-129775560	KLHDC10
chr7:129804553-129845338	TMEM209
chr7:129804555-129845338	TMEM209
chr7:129847704-129856684	SSMEM1
chr7:129906703-129929637	CPA2
chr7:129932974-129964020	CPA4
chr7:129984630-130008571	CPA5
chr7:130033612-130081051	CEP41
chr7:130058875-130081051	CEP41
chr7:130126016-130146138	MEST
chr7:130131170-130146138	MEST
chr7:130131899-130146138	MEST
chr7:130295824-130353598	COPG2
chr7:130353486-130371406	TSGA13
chr7:130353486-130372268	TSGA13
chr7:130562321-130598069	LINC-PINT
chr7:130565751-130598069	LINC-PINT
chr7:130626519-130794675	LINC-PINT
chr7:130628919-130791789	LINC-PINT
chr7:130628919-130794675	LINC-PINT
chr7:130794855-131181398	MKLN1
chr7:130994503-131012538	MKLN1-AS
chr7:131594979-131633712	LOC101928782
chr7:131808091-132261323	PLXNA4
chr7:132068247-132261323	PLXNA4
chr7:132169521-132333447	PLXNA4
chr7:132333553-132413528	FLJ40288
chr7:132469623-132766918	CHCHD3
chr7:132658188-132766918	CHCHD3
chr7:132783831-132793271	LOC105375512
chr7:132937823-133750513	EXOC4
chr7:133485246-133509641	LOC101928861
chr7:133812105-133949343	LRGUK
chr7:133974090-134001827	SLC35B4
chr7:134127102-134143944	AKR1B1
chr7:134127102-134143991	AKR1B1
chr7:134212344-134226166	AKR1B10
chr7:134233849-134264592	AKR1B15
chr7:134331531-134364567	BPGM
chr7:134464164-134655480	CALD1
chr7:134576151-134655480	CALD1
chr7:134671259-134820530	AGBL3
chr7:134777061-134855578	C7orf49
chr7:134868590-134896316	WDR91
chr7:134916731-134943244	STRA8
chr7:135046547-135194875	CNOT4
chr7:135071822-135194875	CNOT4
chr7:135242662-135333499	NUP205
chr7:135347221-135361160	C7orf73
chr7:135365987-135412952	SLC13A4
chr7:135414346-135433594	FAM180A
chr7:135611503-135662204	LUZP6
chr7:135611503-135662204	LUZP6
chr7:136553399-136701771	CHRM2
chr7:136553832-136701771	CHRM2
chr7:136553869-136701771	CHRM2
chr7:136553984-136701771	CHRM2
chr7:136553993-136701771	CHRM2
chr7:136912092-136953602	PTN
chr7:136912092-137028736	PTN
chr7:137559725-137617734	CREB3L2
chr7:137559725-137686847	CREB3L2
chr7:137597557-137686847	CREB3L2
chr7:137761178-137803050	AKR1D1
chr7:138145079-138270332	TRIM24
chr7:138279030-138348969	SVOPL
chr7:138279030-138363790	SVOPL
chr7:138391039-138458782	ATP6V0A4
chr7:138391039-138482941	ATP6V0A4
chr7:138516127-138666064	KIAA1549
chr7:138710452-138720775	ZC3HAV1L
chr7:138728266-138794465	ZC3HAV1
chr7:138745084-138794465	ZC3HAV1
chr7:138818490-138846089	TTC26
chr7:138818490-138876732	TTC26
chr7:138916231-138992982	UBN2
chr7:139025105-139108203	LUC7L2
chr7:139025878-139108203	C7orf55-LUC7L2
chr7:139044592-139108203	LUC7L2
chr7:139138088-139168457	KLRG2
chr7:139208674-139229731	CLEC2L
chr7:139478047-139720125	TBXAS1
chr7:139723544-139763521	PARP12
chr7:140033552-140098350	SLC37A3
chr7:140103843-140126050	RAB19
chr7:140152840-140179369	MKRN1
chr7:140155983-140179369	MKRN1
chr7:140218219-140340576	DENND2A
chr7:140243378-140341286	DENND2A
chr7:140372953-140394908	ADCK2
chr7:140396481-140406446	NDUFB2
chr7:140433813-140624564	BRAF
chr7:140705961-140714781	MRPS33
chr7:140774032-141180179	TMEM178B
chr7:141251078-141354209	AGK
chr7:141356528-141401953	KIAA1147
chr7:141404138-141438030	WEE2-AS1
chr7:141408153-141431071	WEE2
chr7:141438121-141450288	SSBP1
chr7:141438407-141450288	SSBP1
chr7:141627157-141646783	CLEC5A
chr7:141627157-141646807	CLEC5A
chr7:141695679-141806547	MGAM
chr7:141811549-141922124	MGAM2
chr7:142552776-142568847	EPHB6
chr7:142559775-142568847	EPHB6
chr7:142568956-142583490	TRPV6
chr7:142605267-142630820	TRPV5
chr7:142638201-142659503	KEL
chr7:142952392-142983427	LOC105375545
chr7:142986681-143004789	CASP2
chr7:143013219-143049097	CLCN1
chr7:143050493-143059840	FAM131B
chr7:143078360-143088206	ZYX
chr7:143088205-143105985	EPHA1
chr7:143104906-143220540	EPHA1-AS1
chr7:143509061-143533810	LOC154761
chr7:143548461-143582466	TCAF1
chr7:143548461-143599172	TCAF1
chr7:143892414-143996682	LOC101928605
chr7:143892414-144009499	OR2A1-AS1
chr7:143935666-144052811	OR2A1-AS1
chr7:143956089-143983096	ARHGEF34P
chr7:144052489-144077725	ARHGEF5
chr7:144094333-144107320	NOBOX
chr7:144149034-144533146	TPK1
chr7:146778030-146794701	LOC101928700
chr7:148287657-148312952	C7orf33
chr7:148395933-148498202	CUL1
chr7:148504464-148580601	EZH2
chr7:148504464-148581441	EZH2
chr7:148700154-148725782	PDIA4
chr7:148766733-148787869	ZNF786
chr7:148799878-148823438	ZNF425
chr7:148823508-148880118	ZNF398
chr7:148844560-148880118	ZNF398
chr7:148892554-148923339	ZNF282
chr7:148936742-148952700	ZNF212
chr7:148959262-148982085	ZNF783
chr7:148962120-148982085	ZNF783
chr7:148982372-148994403	LOC155060
chr7:149169884-149194898	ZNF746
chr7:149244245-149321881	ZNF767P
chr7:149461271-149470568	ZNF467
chr7:149473131-149531053	SSPO
chr7:149535456-149564568	ZNF862
chr7:149944301-150000069	ACTR3C
chr7:149944301-150020758	ACTR3C
chr7:150020296-150035245	LRRC61
chr7:150076406-150095719	ZNF775
chr7:150130742-150145228	LINC00996
chr7:150147718-150176483	GIMAP8
chr7:150413645-150440737	GIMAP1-GIMAP5
chr7:150488376-150497621	TMEM176B
chr7:150488376-150498448	TMEM176B
chr7:150549565-150558379	AOC1
chr7:150642044-150652917	KCNH2
chr7:150642044-150675402	KCNH2
chr7:150646516-150675402	KCNH2
chr7:150688144-150711687	NOS3
chr7:150690892-150701023	NOS3
chr7:150709297-150721586	ATG9B
chr7:150712239-150721586	ATG9B
chr7:150725509-150744869	ABCB8
chr7:150755287-150773614	SLC4A2
chr7:150756657-150773614	SLC4A2
chr7:150759634-150773614	SLC4A2
chr7:150759729-150773614	SLC4A2
chr7:150782918-150841523	AGAP3
chr7:150783509-150820725	AGAP3
chr7:150783509-150841523	AGAP3
chr7:150811765-150820725	AGAP3
chr7:150845676-150864635	GBX1
chr7:150872785-150884478	ASB10
chr7:150872785-150884919	ASB10
chr7:150887961-150902582	IQCA1L
chr7:150904923-150924460	ABCF2
chr7:150908570-150924460	ABCF2
chr7:150936059-150945749	SMARCD3
chr7:150936059-150973820	SMARCD3
chr7:151038847-151075548	NUB1
chr7:151078207-151107124	WDR86
chr7:151078207-151107791	WDR86
chr7:151125918-151137256	CRYGN
chr7:151125918-151137899	CRYGN
chr7:151163098-151217010	RHEB
chr7:151253201-151329344	PRKAG2
chr7:151653464-151717019	GALNTL5
chr7:151832010-152133090	KMT2C
chr7:152343587-152373250	XRCC2
chr7:153097004-153109319	LINC01287
chr7:154720227-154738560	PAXIP1-AS2
chr7:154720227-154741196	PAXIP1-AS2
chr7:154735400-154794682	PAXIP1
chr7:154862034-154879102	HTR5A
chr7:155089482-155101945	INSIG1
chr7:155149683-155160628	BLACE
chr7:155293953-155326539	CNPY1
chr7:155437203-155574179	RBM33
chr7:155592678-155601766	SHH
chr7:155594934-155604967	SHH
chr7:156264793-156395889	LINC01006
chr7:156433353-156469820	RNF32
chr7:156433441-156469820	RNF32
chr7:156435671-156469820	RNF32
chr7:156436495-156453044	RNF32
chr7:156436495-156469820	RNF32
chr7:156473570-156685902	LMBR1
chr7:156742417-156765876	NOM1
chr7:156931655-157062066	UBE3C
chr7:157129710-157179018	DNAJB6
chr7:157129711-157210133	DNAJB6
chr7:157258925-157292410	LOC101927914
chr7:157647277-157658782	LOC100506585
chr7:158423861-158497522	NCAPG2
chr7:158432488-158497522	NCAPG2
chr7:158523689-158622319	ESYT2
chr7:158649269-158738883	WDR60
chr7:158801045-158818929	LINC00689
chr7:158820866-158889895	VIPR2
chr7:158820866-158937649	VIPR2
chr7_gl000195_random:42938-66040	LOC102723360
chr7_gl000195_random:42938-86719	LOC102724219
chr7_gl000195_random:42938-86719	LOC102724219
chr7_gl000195_random:42938-86719	LOC102724219
chr7_gl000195_random:42938-86735	LOC389831
chr8:158345-182318	RPL23AP53
chr8:182137-197340	ZNF596
chr8:182200-197340	ZNF596
chr8:182397-197340	ZNF596
chr8:182460-197340	ZNF596
chr8:182550-197340	ZNF596
chr8:356808-419875	FBXO25
chr8:439790-494845	TDRP
chr8:439790-495781	TDRP
chr8:564737-681239	ERICH1
chr8:614200-681239	ERICH1
chr8:687605-1087777	DLGAP2
chr8:687719-1656642	DLGAP2
chr8:1449532-1656642	DLGAP2
chr8:1513676-1569830	DLGAP2-AS1
chr8:1711870-1734736	CLN8
chr8:1772142-1906807	ARHGEF10
chr8:1922044-1955109	KBTBD11
chr8:2387219-2585991	LOC101927815
chr8:2447076-2480453	LOC101927815
chr8:2554055-2585991	LOC101927815
chr8:6264113-6304940	MCPH1
chr8:6264113-6506026	MCPH1
chr8:6264674-6304940	MCPH1
chr8:6357175-6420784	ANGPT2
chr8:6473124-6565730	MCPH1-AS1
chr8:6565878-6619021	AGPAT5
chr8:6666041-6693166	XKR5
chr8:7159133-7212876	FAM66B
chr8:7305276-7321192	SPAG11B
chr8:7308086-7321192	SPAG11B
chr8:7353368-7366833	DEFB107A
chr8:7353368-7366833	DEFB107A
chr8:7421310-7431920	FAM90A7P
chr8:7705402-7721319	SPAG11A
chr8:7783859-7809935	ZNF705B
chr8:7812535-7866277	FAM66E
chr8:8086092-8096448	FAM86B3P
chr8:8086092-8097552	FAM86B3P
chr8:8086092-8102387	FAM86B3P
chr8:8641999-8751131	MFHAS1
chr8:8860314-8890849	ERI1
chr8:8993764-9008220	PPP1R3B
chr8:8993764-9009152	PPP1R3B
chr8:9046509-9060366	LOC101929128
chr8:9182561-9192590	LOC157273
chr8:9413445-9639856	TNKS
chr8:9911779-10286401	MSRA
chr8:9953062-10286401	MSRA
chr8:10383056-10396333	PRSS55
chr8:10383056-10411676	PRSS55
chr8:10463860-10512617	RP1L1
chr8:10530147-10558103	C8orf74
chr8:10586801-10630420	LOC102723313
chr8:10622471-10697409	PINX1
chr8:10753657-11058875	XKR6
chr8:10969231-11058875	XKR6
chr8:11142000-11185654	MTMR9
chr8:11197146-11225961	TDH
chr8:11225911-11296166	FAM167A-AS1
chr8:11278973-11324276	FAM167A
chr8:11351501-11422113	BLK
chr8:11351521-11422108	BLK
chr8:11561660-11617511	GATA4
chr8:11565365-11617511	GATA4
chr8:11627134-11644864	NEIL2
chr8:11653082-11696818	FDFT1
chr8:11660120-11696818	FDFT1
chr8:11660553-11696818	FDFT1
chr8:11660598-11696818	FDFT1
chr8:11665452-11696818	FDFT1
chr8:11665926-11696818	FDFT1
chr8:11666653-11696818	FDFT1
chr8:11700034-11725659	CTSB
chr8:11946847-11973025	ZNF705D
chr8:11973291-12008698	FAM66D
chr8:12039613-12051624	FAM86B1
chr8:12219528-12268510	FAM66A
chr8:12283124-12293852	FAM86B2
chr8:12294522-12408558	LOC100506990
chr8:12294522-12424354	LOC100506990
chr8:12394588-12523120	LOC729732
chr8:12623571-12668910	LOC340357
chr8:12651749-12675800	LINC00681
chr8:12803183-12887284	KIAA1456
chr8:12869773-12887284	KIAA1456
chr8:12940872-12990809	DLC1
chr8:12940872-13134057	DLC1
chr8:12940872-13134293	DLC1
chr8:12940872-13462125	DLC1
chr8:13162116-13372429	DLC1
chr8:15397596-15624158	TUSC3
chr8:15965387-16050300	MSR1
chr8:15996826-16050300	MSR1
chr8:16850334-16859674	FGF20
chr8:16884747-16980148	MICU3
chr8:17013836-17080241	ZDHHC2
chr8:17086738-17104126	CNOT7
chr8:17086738-17104418	CNOT7
chr8:17089021-17103967	CNOT7
chr8:17089021-17104126	CNOT7
chr8:17089021-17104418	CNOT7
chr8:17104401-17155533	VPS37A
chr8:17154306-17271040	MTMR7
chr8:17354597-17428077	SLC7A2
chr8:17396286-17428077	SLC7A2
chr8:17433942-17500642	PDGFRL
chr8:17501303-17534010	MTUS1
chr8:17501303-17555246	MTUS1
chr8:17501303-17579730	MTUS1
chr8:17501303-17580084	MTUS1
chr8:17501303-17658426	MTUS1
chr8:17721900-17752913	FGL1
chr8:17721900-17753047	FGL1
chr8:17780366-17887457	PCM1
chr8:17913808-17941879	ASAH1
chr8:17913808-17942507	ASAH1
chr8:17942377-17955160	LOC101929066
chr8:18027971-18081198	NAT1
chr8:18067612-18081198	NAT1
chr8:18248755-18258723	NAT2
chr8:18384813-18666405	PSD3
chr8:18384813-18871196	PSD3
chr8:19041186-19103032	LOC100128993
chr8:19171081-19253729	SH2D4A
chr8:19171487-19253729	SH2D4A
chr8:19261672-19460056	CSGALNACT1
chr8:19261672-19540094	CSGALNACT1
chr8:19261672-19540261	CSGALNACT1
chr8:19674918-19709586	INTS10
chr8:19796582-19824770	LPL
chr8:20002366-20040717	SLC18A1
chr8:20054704-20079207	ATP6V1B2
chr8:20103676-20112803	LZTS1
chr8:20133284-20147969	LZTS1-AS1
chr8:20811144-20826449	LOC102467222
chr8:20831497-20852630	LINC02153
chr8:21155750-21166960	LOC101929172
chr8:21549530-21646346	GFRA2
chr8:21777180-21864096	XPO7
chr8:21881621-21894408	NPM2
chr8:21882354-21894408	NPM2
chr8:21906466-21940038	DMTN
chr8:21911066-21940038	DMTN
chr8:21912328-21940038	DMTN
chr8:21914417-21940038	DMTN
chr8:21915375-21940038	DMTN
chr8:21916656-21940038	DMTN
chr8:21924009-21940038	DMTN
chr8:21946714-21961891	FAM160B2
chr8:21971932-21988565	HR
chr8:22004343-22014344	LGI3
chr8:22022653-22058996	BMP1
chr8:22022653-22069840	BMP1
chr8:22077216-22089851	PHYHIP
chr8:22112089-22132675	LOC100507071
chr8:22132793-22214379	PIWIL2
chr8:22132810-22213584	PIWIL2
chr8:22133080-22213584	PIWIL2
chr8:22224762-22280249	SLC39A14
chr8:22225050-22280249	SLC39A14
chr8:22298483-22398657	PPP3CC
chr8:22409251-22433008	SORBS3
chr8:22423179-22433008	SORBS3
chr8:22436254-22451810	PDLIM2
chr8:22437987-22451810	PDLIM2
chr8:22437987-22455538	PDLIM2
chr8:22462145-22477983	CCAR2
chr8:22462539-22477983	CCAR2
chr8:22477947-22526661	BIN3
chr8:22570765-22785421	PEBP4
chr8:22735485-22745535	LOC101929237
chr8:22844930-22877710	RHOBTB2
chr8:22853361-22877710	RHOBTB2
chr8:22857092-22877710	RHOBTB2
chr8:22877648-22926700	TNFRSF10B
chr8:22925742-22941132	LOC286059
chr8:22941868-22961070	LOC254896
chr8:22960327-22974950	TNFRSF10C
chr8:22993101-23021543	TNFRSF10D
chr8:23048970-23082680	TNFRSF10A
chr8:23101150-23119513	CHMP7
chr8:23104105-23119513	CHMP7
chr8:23154410-23261722	LOXL2
chr8:23193721-23223638	LOC100507156
chr8:23286665-23315244	ENTPD4
chr8:23386308-23432976	SLC25A37
chr8:23699434-23712320	STC1
chr8:24151553-24193612	ADAM28
chr8:24151553-24216531	ADAM28
chr8:24153327-24406131	LOC101929294
chr8:24241798-24263526	ADAMDEC1
chr8:24298509-24367077	ADAM7
chr8:24347825-24372381	LOC101929315
chr8:25042238-25128735	DOCK5
chr8:25042238-25273232	DOCK5
chr8:25285364-25315984	KCTD9
chr8:25316447-25365433	CDCA2
chr8:25699246-25902640	EBF2
chr8:26149007-26230195	PPP2R2A
chr8:26150732-26230195	PPP2R2A
chr8:26240523-26270644	BNIP3L
chr8:26247906-26270645	BNIP3L
chr8:26362196-26371483	PNMA2
chr8:26371709-26515693	DPYSL2
chr8:26435921-26515693	DPYSL2
chr8:26605667-26723172	ADRA1A
chr8:26611332-26723172	ADRA1A
chr8:26623371-26723172	ADRA1A
chr8:26626329-26724760	ADRA1A
chr8:26636570-26723172	ADRA1A
chr8:27092840-27115956	STMN4
chr8:27142403-27168836	TRIM35
chr8:27168999-27316908	PTK2B
chr8:27179919-27316908	PTK2B
chr8:27182996-27316908	PTK2B
chr8:27183081-27316908	PTK2B
chr8:27317278-27336813	CHRNA2
chr8:27348519-27402439	EPHX2
chr8:27348685-27402439	EPHX2
chr8:27454434-27468954	CLU
chr8:27454434-27469268	CLU
chr8:27454434-27472328	CLU
chr8:27491577-27530537	SCARA3
chr8:27491577-27534286	SCARA3
chr8:27590833-27630170	CCDC25
chr8:27632058-27662424	ESCO2
chr8:27667138-27695612	PBK
chr8:27727399-27850369	SCARA5
chr8:27879481-27941388	NUGGC
chr8:27947748-28048669	ELP3
chr8:27950584-28048669	ELP3
chr8:28174649-28200871	PNOC
chr8:28203102-28243977	ZNF395
chr8:28285926-28347835	FBXO16
chr8:28351722-28431785	FZD3
chr8:28558990-28611207	EXTL3
chr8:28625175-28747432	INTS9
chr8:28625175-28747698	INTS9
chr8:28747887-28910787	HMBOX1
chr8:28748225-28910787	HMBOX1
chr8:28748833-28910787	HMBOX1
chr8:28924795-29120610	KIF13B
chr8:29190579-29206322	DUSP4
chr8:29190579-29208267	DUSP4
chr8:29578776-29605625	LINC00589
chr8:29605825-29656008	LINC02099
chr8:29672520-29686020	LOC101929470
chr8:29779029-29811123	LINC02209
chr8:29920528-29940724	SARAF
chr8:29952922-29965587	LEPROTL1
chr8:29952922-29995222	LEPROTL1
chr8:29989187-30002200	MBOAT4
chr8:30013813-30041155	DCTN6
chr8:30242017-30405041	RBPMS
chr8:30242017-30429778	RBPMS
chr8:30435835-30515758	GTF2E2
chr8:30535580-30585486	GSR
chr8:30601682-30624520	UBXN8
chr8:30689060-30706533	TEX15
chr8:30689060-30770528	TEX15
chr8:30706243-30746222	TEX15
chr8:30853318-30890710	PURG
chr8:30853318-30891231	PURG
chr8:30890778-31031277	WRN
chr8:31497268-32600770	NRG1
chr8:31883252-31996993	NRG1-IT1
chr8:31883734-31996993	NRG1-IT1
chr8:32405728-32600770	NRG1
chr8:32405728-32625475	NRG1
chr8:32453344-32625475	NRG1
chr8:32504251-32600770	NRG1
chr8:32504251-32618507	NRG1
chr8:33228344-33330664	FUT10
chr8:33342685-33358778	MAK16
chr8:33355983-33370710	TTI2
chr8:33356027-33370703	TTI2
chr8:33405272-33424646	RNF122
chr8:34641439-34722316	LINC01288
chr8:35092975-35654068	UNC5D
chr8:35401910-35654068	UNC5D
chr8:35529681-35567838	LOC101929550
chr8:36641842-36793643	KCNU1
chr8:36979471-37258543	MIR1268A
chr8:37263982-37351431	LINC01605
chr8:37575097-37591011	LOC101929622
chr8:37594097-37604071	ERLIN2
chr8:37594097-37615319	ERLIN2
chr8:37594197-37604071	ERLIN2
chr8:37620101-37637286	PLPBP
chr8:37654401-37701504	ADGRA2
chr8:37716465-37757015	RAB11FIP1
chr8:37888020-37917883	EIF4EBP1
chr8:37963011-37997598	ASH2L
chr8:37963311-37997598	ASH2L
chr8:38020839-38034248	LSM1
chr8:38034106-38070819	BAG4
chr8:38089009-38120287	DDHD2
chr8:38089471-38120287	DDHD2
chr8:38132561-38239790	NSD3
chr8:38173935-38239790	NSD3
chr8:38243959-38267042	LETM2
chr8:38244649-38267042	LETM2
chr8:38268656-38325363	FGFR1
chr8:38268656-38326352	FGFR1
chr8:38368352-38386180	C8orf86
chr8:38585704-38710546	TACC1
chr8:38585704-38710548	TACC1
chr8:38644722-38710546	TACC1
chr8:38758753-38831430	PLEKHA2
chr8:38831668-38846181	HTRA4
chr8:38854505-38962779	ADAM9
chr8:38965048-39142436	ADAM32
chr8:39172182-39260375	ADAM5
chr8:39308564-39380508	ADAM3A
chr8:39420631-39437653	LOC100130964
chr8:39442087-39469094	ADAM18
chr8:39442087-39587583	ADAM18
chr8:39601255-39695808	ADAM2
chr8:39771328-39786309	IDO1
chr8:39792474-39873910	IDO2
chr8:40388111-40755343	ZMAT4
chr8:41119476-41166990	SFRP1
chr8:41348081-41368499	GOLGA7
chr8:41348173-41368499	GOLGA7
chr8:41386725-41402565	GINS4
chr8:41391824-41435887	LOC102723729
chr8:41435707-41482520	GPAT4
chr8:41510744-41522804	ANK1
chr8:41510744-41655140	ANK1
chr8:41510744-41754280	ANK1
chr8:41786997-41909544	KAT6A
chr8:41799567-41909544	KAT6A
chr8:41909268-41962505	LOC105379393
chr8:42010464-42028701	AP3M2
chr8:42032236-42065242	PLAT
chr8:42112841-42128479	LOC101929897
chr8:42128820-42190171	IKBKB
chr8:42195973-42229331	POLB
chr8:42249279-42263455	VDAC3
chr8:42273980-42358978	SLC20A2
chr8:42273980-42396655	SLC20A2
chr8:42273980-42397356	SLC20A2
chr8:42396298-42408140	SMIM19
chr8:42396718-42408140	SMIM19
chr8:42396765-42408140	SMIM19
